Id,Date,Tweet,Location,Retweet Count,Favorite Count,Total Tweets Count,Sentiment Score,Sentiment,Positive Sentiment Score,Neutral Sentiment Score,Negative Sentiment Score
1.64E+18,3/13/2023,"We stand by our 100% satisfaction guarantee, and we'd be happy to receive Sammy. 😹 📦",,0,0,1,[-3.0224447   0.14107366  3.3108082 ],Positive,3.3108082,0.14107366,-3.0224447
1.64E+18,3/13/2023,"Soft and chewy, fruit-flavored CBD gummies 🐻 🍓",,0,0,1,[-3.4047894  1.5215704  1.9841509],Positive,1.9841509,1.5215704,-3.4047894
1.64E+18,3/13/2023,crispy from outside and chewy/soft inside,,1,0,2,[-2.101637   1.5022082  0.7561631],Neutral,0.7561631,1.5022082,-2.101637
1.64E+18,3/13/2023,return to sender?,,0,1,1,[-0.06251055  1.4992101  -1.5574294 ],Neutral,-1.5574294,1.4992101,-0.06251055
1.64E+18,3/13/2023,Get my dawg Chewy some tickets! He’s easily your biggest fan❤️,,1,3,2,[-3.2234237  -0.07890001  3.8521261 ],Positive,3.8521261,-0.07890001,-3.2234237
1.64E+18,3/13/2023,"One thing I recently learned- collard greens are the reason southern women have beautiful nails. I cook mine traditionally tho, they'd be a bit chewy raw.",Oregon,0,1,1,[-2.5958648  0.7357369  2.0220778],Positive,2.0220778,0.7357369,-2.5958648
1.64E+18,3/13/2023,aaaa con razón,,0,0,1,[-0.6069904  1.40996   -0.6304931],Neutral,-0.6304931,1.40996,-0.6069904
1.64E+18,3/13/2023,Very chewy when boiled and a strong smell but taste great,,0,0,1,[-2.3367252  0.2031016  2.5305057],Positive,2.5305057,0.2031016,-2.3367252
1.64E+18,3/13/2023,"I have a standing subscription with Chewy for dog food and noticed they were shipping my order. Same price, but instead of 35lbs, the new sack was only 30lbs. I immediately contacted them and receive a nice letter saying commodities had gone up. Not true.",Virginia,0,10,1,[ 0.41480225  0.44287193 -0.91629577],Neutral,-0.91629577,0.44287193,0.41480225
1.64E+18,3/13/2023,Praying 🙏 for your mother. My wife had surgery a month a go to remove a cancer tumor from her back they told us she would be here for a week 4 surgeries later we still here at Stanford,California,0,1,1,[-0.71359897  0.8792778  -0.17128038],Neutral,-0.17128038,0.8792778,-0.71359897
1.64E+18,3/13/2023,i like stale gummies a lot better then normal gummies too chewy,,0,1,1,[-1.5841218   0.17249687  1.6844139 ],Positive,1.6844139,0.17249687,-1.5841218
1.64E+18,3/13/2023,Our pleasure! We're always here for you no matter what. 🐾 💙 🐾,,0,1,1,[-3.0229616  -0.28240168  3.9167151 ],Positive,3.9167151,-0.28240168,-3.0229616
1.64E+18,3/13/2023,did me a solid today. Thank you for making my return so easy.,,0,1,1,[-2.544973  -0.6945176  3.936764 ],Positive,3.936764,-0.6945176,-2.544973
1.64E+18,3/13/2023,"Dexter Lumis was arrested earlier this morning after going on a drunken ""rant"" after repeatedly wrote ""Maybe it's the beer talking Indi, but you got a butt that won't quit. They got those big chewy pretzels here merJanthfgrr...... five dollars??!! Get out of here!"" on the walls",,0,0,1,[ 1.9818106   0.17388852 -2.2447639 ],Negative,-2.2447639,0.17388852,1.9818106
1.64E+18,3/13/2023,DCB81FC7 :Battle ID I need backup! Lvl 150 Proto Bahamut,,0,0,1,[-0.01764458  1.5784475  -1.7142048 ],Neutral,-1.7142048,1.5784475,-0.01764458
1.64E+18,3/13/2023,Except all the treets is reelly chewy an me needs me paws an me can’t do that with this firetrucking cone of shame 😫🤨,,0,3,1,[ 1.5280193   0.15893386 -1.7410578 ],Negative,-1.7410578,0.15893386,1.5280193
1.64E+18,3/13/2023,"Marble Squares. These bar cookies are soft and chewy, loaded with chocolate marbled throughout the dough. They are the perfect anytime treat.",,0,0,1,[-3.0292332  -0.28982985  3.8183389 ],Positive,3.8183389,-0.28982985,-3.0292332
1.64E+18,3/13/2023,"Our brother Chewy has his operation tomorrow morning. Today and tomorrow is Chewy Day, show him love and keep him in your thoughts and prayers We all behind you on this ❤️",,11,70,12,[-2.9347808  0.290729   2.8851092],Positive,2.8851092,0.290729,-2.9347808
1.64E+18,3/13/2023,As im standing next to chewy,,0,4,1,[-1.3982763   1.8641629  -0.42632142],Neutral,-0.42632142,1.8641629,-1.3982763
1.64E+18,3/13/2023,Senators flambé would be tough and chewy considering the aged nature of the meat.,,0,0,1,[-0.88750273  1.6006181  -0.9208874 ],Neutral,-0.9208874,1.6006181,-0.88750273
1.64E+18,3/13/2023,what do they be putting in them damn chewy chips ahoy cookies bru I eat one and suddenly the whole pack gone I need to be shot,,0,0,1,[ 2.9395475 -0.2790926 -2.865018 ],Negative,-2.865018,-0.2790926,2.9395475
1.64E+18,3/13/2023,"1. It shouldn’t be dry and chunky, it should should have reasonable spread and fluid. 2. It shouldn’t be burnt. 3. It should have something chewy.",,0,0,1,[-0.8950209   0.8662256  -0.04002071],Neutral,-0.04002071,0.8662256,-0.8950209
1.64E+18,3/13/2023,Too big. Chewy,Florida,0,0,1,[ 0.91431695  0.29546344 -1.0906422 ],Negative,-1.0906422,0.29546344,0.91431695
1.64E+18,3/13/2023,"I've had nicknames but none of them have been nice so I won't say them My dogs get them though. Ones called Chewy, another I call the pocket rocket #notalonetalk",,0,4,1,[ 0.36879393  0.67571354 -1.0844547 ],Neutral,-1.0844547,0.67571354,0.36879393
1.64E+18,3/13/2023,they’re sweet and chewy/crunchy,,0,1,1,[-2.7583847  0.3431797  2.9805632],Positive,2.9805632,0.3431797,-2.7583847
1.64E+18,3/13/2023,Today I learned that one of my cats (this little bastard specifically) sneezes like a HUMAN. HE JUST SNEEZED ALL OVER ME. LITTERALLY EVERY INCH OF ME IS COVERED IN CAT SNOT NOW. DAMMIT CHEWY WHY-,,1,1,2,[ 2.7874267  -0.62111974 -2.248094  ],Negative,-2.248094,-0.62111974,2.7874267
1.64E+18,3/13/2023,Her nickname is chewy as well,,0,3,1,[-1.8999771   1.6931808   0.29367772],Neutral,0.29367772,1.6931808,-1.8999771
1.64E+18,3/13/2023,Was rather chewy 🤢🤢🤢,,0,2,1,[ 2.419256   -0.14273182 -2.3490798 ],Negative,-2.3490798,-0.14273182,2.419256
1.64E+18,3/13/2023,"Chae, Sana o Jeongyeon😭💕",,0,1,1,[-2.9181397  0.7148842  2.4733143],Positive,2.4733143,0.7148842,-2.9181397
1.64E+18,3/13/2023,i need chewy cookies to quite literally dye. but anyways i love dipping my chips ahoy cookies in nutella i literally moan,,0,0,1,[-0.7705253   0.03435772  1.1544671 ],Positive,1.1544671,0.03435772,-0.7705253
1.64E+18,3/13/2023,Twice best gg y la queso💋,,0,0,1,[-3.1032276  0.6618966  2.8461022],Positive,2.8461022,0.6618966,-3.1032276
1.64E+18,3/13/2023,PERO AJAJKSJAKSJSJSJS,,0,0,1,[-0.24429697  1.1082633  -0.6769392 ],Neutral,-0.6769392,1.1082633,-0.24429697
1.64E+18,3/13/2023,the chewy ones are so nasty… like idk how ppl genuinely like it ?? it tastes like clay,,0,0,1,[ 3.200356   -0.69369566 -2.7038908 ],Negative,-2.7038908,-0.69369566,3.200356
1.64E+18,3/13/2023,There is so much for Perseus to love!,,0,0,1,[-2.71519    -0.02669233  3.1912875 ],Positive,3.1912875,-0.02669233,-2.71519
1.64E+18,3/13/2023,"Call me crazy, but I’d eat my girl out on her period. The blood clots just make it extra chewy. #nsfwtwt",,0,1,1,[ 1.7594893   0.04736814 -1.9041201 ],Negative,-1.9041201,0.04736814,1.7594893
1.64E+18,3/13/2023,"Chewy but soft beef jerky and noodles, got it",,0,2,1,[-2.408245   1.2683923  1.4272507],Positive,1.4272507,1.2683923,-2.408245
1.64E+18,3/13/2023,Chewy Maple Oatmeal Donut Holes,,0,0,1,[-1.1669561  1.7061093 -0.7340448],Neutral,-0.7340448,1.7061093,-1.1669561
1.64E+18,3/13/2023,¿Entonces... Chewy era un wey disfrazado? 🥹🥹,,0,0,1,[-0.14126451  1.3996344  -1.1888947 ],Neutral,-1.1888947,1.3996344,-0.14126451
1.64E+18,3/13/2023,Sour Patch Kids. You get the initial intense flavor pop and then the remnant is a chewy blob of mildly sweet goop you can't swallow fast enough.,,0,5,1,[-1.2572392   0.37608755  1.1718298 ],Positive,1.1718298,0.37608755,-1.2572392
1.64E+18,3/13/2023,All of the above !,California,0,1,1,[-1.9091399  1.1474872  0.9782203],Neutral,0.9782203,1.1474872,-1.9091399
1.64E+18,3/13/2023,I can only eat my bacon if it’s chewy,USA,0,1,1,[ 1.6865748   0.39762545 -2.1648521 ],Negative,-2.1648521,0.39762545,1.6865748
1.64E+18,3/13/2023,"Over 60 brands of Omega-3 pet supplements sold on Amazon, Chewy recalled after dog gets sick - USA TODAY",Washington,0,0,1,[ 0.8422267  0.6203047 -1.6305488],Negative,-1.6305488,0.6203047,0.8422267
1.64E+18,3/13/2023,"SKITTLES Original Chewy Candy Grab N Go, 9 oz Bag 3FPQOUM",,0,0,1,[-2.1181345   2.2241602  -0.09447018],Neutral,-0.09447018,2.2241602,-2.1181345
1.64E+18,3/13/2023,"Rolo Chewy Caramels in Milk Chocolate,, Holiday Colors, Red Green and Gold, 5 Pounds RYTHL3S",,0,0,1,[-2.2435727   2.2898593   0.08121901],Neutral,0.08121901,2.2898593,-2.2435727
1.64E+18,3/13/2023,"Milkita Creamy Shake Candy Bag, Gluten Free Chewy Candies with Calcium &amp; Real Milk, Zero Trans Fat, Low-Sugar, Banana Flavor, U1RGYBW",,0,0,1,[-3.1223528  1.3385639  1.7565771],Positive,1.7565771,1.3385639,-3.1223528
1.64E+18,3/13/2023,"Gem Gem Ginger Candy Chewy Ginger Chews (Lemon, 5 0oz, Pack of 6) CDSRKPS",,0,0,1,[-1.8186755  2.1539173 -0.596011 ],Neutral,-0.596011,2.1539173,-1.8186755
1.64E+18,3/13/2023,Im new to steel cut oats. They take forever to cook. They are extra chewy when fully cooked or soaked. Toppings and honey make all of the difference.,,0,1,1,[-0.4517093   0.537064   -0.00277767],Neutral,-0.002777673,0.537064,-0.4517093
1.64E+18,3/13/2023,"Lorna Doone Shortbread Cookies, 3 - 10 oz Boxes of 10 Snack Packs + Bonus SWEDISH FISH Mini Soft &amp; Chewy Candy Snack Pack RC9A0TA",,0,0,1,[-2.7396407   2.2802057   0.45167825],Neutral,0.45167825,2.2802057,-2.7396407
1.64E+18,3/13/2023,. has expanded its line of soft and chewy dog treats with a new flavor — Island Tropics: Shrimp and Coconut. #petfood Read more about the new #pettreats 👇,,0,0,1,[-3.5531664  1.5423999  2.1575906],Positive,2.1575906,1.5423999,-3.5531664
1.64E+18,3/13/2023,que bueno por imbecil,,0,0,1,[ 0.23475844  1.127225   -1.3468703 ],Neutral,-1.3468703,1.127225,0.23475844
1.64E+18,3/13/2023,"Today has been a dog-threw-up-all-night-so-I-had-to-cancel-the-appointment-I-made-four-months-ago, wind-blew-my-Chewy-boxes-halfway-down-the-block, mayonnaise-splattered-all-over-the-kitchen-and-myself, mouse-batteries-died-while-I'm-trying-to-work kind of day.",,0,0,1,[ 1.1698322   0.31575036 -1.4951041 ],Negative,-1.4951041,0.31575036,1.1698322
1.64E+18,3/13/2023,"Han Solo didn't care for his steak, it was chewy.",Indiana,0,5,1,[ 1.2247801  0.8106744 -2.2481408],Negative,-2.2481408,0.8106744,1.2247801
1.64E+18,3/13/2023,Starburst &amp; Skittles are sometimes chewy &amp; hard af... but maybe Starburst,Texas,0,0,1,[-2.0603948  1.2137794  0.9581469],Neutral,0.9581469,1.2137794,-2.0603948
1.64E+18,3/13/2023,True. You should see his Chewy wishlist 😫😂😂😂,Colorado,0,1,1,[-1.1064277   0.85092914  0.6297047 ],Neutral,0.6297047,0.85092914,-1.1064277
1.64E+18,3/13/2023,"Getting Padawan and Kuzco into new pots and welcoming newest member of the green family, Chewy",,0,1,1,[-3.9781592  1.42612    2.6372733],Positive,2.6372733,1.42612,-3.9781592
1.64E+18,3/13/2023,"Chewy, and a lil tough",,0,0,1,[-0.9265675   1.1605433  -0.07287014],Neutral,-0.07287014,1.1605433,-0.9265675
1.64E+18,3/13/2023,chewy chipsahoy cookie,,0,1,1,[-0.98709667  1.2851621  -0.22524318],Neutral,-0.22524318,1.2851621,-0.98709667
1.64E+18,3/13/2023,🙀 We got several deliveries 📦 Some don’t have notes from who tho. Rachel n Kristin sent kitten food 😻😻 Auntie Jenn sent 3 bags of adult kibble from Chewy 😋 We just got 2 lickables n the mail lady brought 4 bags of kitten food 🙀😺 We can’t thank u all enough 🤩🥰😽🥹,,9,46,10,[-2.4856043  -0.13589461  3.180811  ],Positive,3.180811,-0.13589461,-2.4856043
1.64E+18,3/13/2023,why is your special dog food so hard to find at Chewy? It's always out of stock!,,0,0,1,[ 2.6886501  -0.17621166 -2.63345   ],Negative,-2.63345,-0.17621166,2.6886501
1.64E+18,3/13/2023,I'm more of a person who'd bite a bicep. looks more chewy and it would let me bite down wider and harder,,0,0,1,[ 0.74653465  0.5136804  -1.367844  ],Negative,-1.367844,0.5136804,0.74653465
1.64E+18,3/13/2023,Hoping Henry likes his new food. 😆,,0,0,1,[-3.0931017  0.5244216  2.788403 ],Positive,2.788403,0.5244216,-3.0931017
1.64E+18,3/13/2023,"Take a look behind the scenes at the mesmerizing process to make soft, chewy bagels.",,3,26,4,[-3.1985612  1.0185493  2.442195 ],Positive,2.442195,1.0185493,-3.1985612
1.64E+18,3/13/2023,Switching Henry's puppy food with He only eats it when he has to. But our bulldog will eat it and needs to gain some weight. So he is eating the rest. He prefers their food so I found the puppy version. Comes soon. Henry eats their food (steals it). 6 months old.,USA,0,1,1,[-0.9706562   1.0301676  -0.02102042],Neutral,-0.02102042,1.0301676,-0.9706562
1.64E+18,3/13/2023,Papa letted me buy chewy thingys so I stop bitin m nails!! &gt;:) super happi,,0,0,1,[-2.4859858   0.56150895  2.360879  ],Positive,2.360879,0.56150895,-2.4859858
1.64E+18,3/13/2023,"Over 60 brands of Omega-3 pet supplements sold on Amazon, Chewy recalled after dog gets sick via",Maryland,0,0,1,[ 0.9995193  0.6261244 -1.7929937],Negative,-1.7929937,0.6261244,0.9995193
1.64E+18,3/13/2023,"//Ahhhhhh, okay, thanks for the clarification. Just seemed a lot like perma to us, or at least to me, what with the soul getting mulched and all that.",,0,1,1,[-1.0674074   1.1690245   0.01184357],Neutral,0.01184357,1.1690245,-1.0674074
1.64E+18,3/13/2023,"There must be some mistake. We make cookies here. Mr. Burns's old-fashioned, good time extra-chewy...",USA,0,0,1,[-0.90287644  0.84930664  0.12376804],Neutral,0.12376804,0.84930664,-0.90287644
1.64E+18,3/13/2023,That sweet face will always be missed but never forgotten. Sweet Pea will always have a special place in our hearts. 💙,,0,0,1,[-2.2044418  -0.11954278  2.8540144 ],Positive,2.8540144,-0.11954278,-2.2044418
1.64E+18,3/13/2023,I was thinking that but I think the tortilla will be too chewy/too much work. Just made a peanut butter shake so at least there’s some protein there. I’ll prolly just eat a bowl of cheesy beans w taco sauce while everyone else enjoys their chicken tacos 😭😭😭😭,,0,0,1,[ 0.30370128  0.328156   -0.61369526],Neutral,-0.61369526,0.328156,0.30370128
1.64E+18,3/13/2023,//We are the bamboozled,,0,1,1,[ 0.85546094  0.6753463  -1.446622  ],Negative,-1.446622,0.6753463,0.85546094
1.64E+18,3/13/2023,"How come can deliver my orders with speed and predictability, but (and I pay for Prime) continues to deliver days and days late, and isn’t at all predictable. Can’t blame the carrier. They use the same. Anyway, thanks :)",Maine,0,0,1,[ 0.23462498  0.23814951 -0.41215888],Neutral,-0.41215888,0.23814951,0.23462498
1.64E+18,3/13/2023,Are they chewy?,,0,1,1,[-0.6885905  1.5414922 -0.979118 ],Neutral,-0.979118,1.5414922,-0.6885905
1.64E+18,3/13/2023,"no longer gatekeeping these…130 cals for 17g protein/6g fiber?? Insane macros + they legit taste like candy bars. These are my fav flavors, they’re very chewy but no protein taste imo. The texture is like a soft caramel/taffy with a chocolate coating. 10/10 macros + flavor!",,0,1,1,[-2.3839326  -0.09906664  3.0129006 ],Positive,3.0129006,-0.09906664,-2.3839326
1.64E+18,3/13/2023,sent us flowers and refunded the last two shipments of food we didn’t open for our late kitty. We’re sad and we’ll miss our Sweet Pea meatball as well as our other furbabies the rest of our days,,0,0,1,[ 1.1003478   0.20871472 -1.2266213 ],Negative,-1.2266213,0.20871472,1.1003478
1.64E+18,3/13/2023,Chewy in the middle and crispy edges. I think I should have sliced them thinner 🤷🏻‍♀️,,0,1,1,[ 0.5008155   0.86050665 -1.5681096 ],Neutral,-1.5681096,0.86050665,0.5008155
1.64E+18,3/13/2023,"always enjoy reading and not sure how I fall behind on yours. I've had bunches of MadeGood (chewy) granola bars for bfast and lunch today, but could probably still fit some brownies!",Colorado,0,1,1,[-1.9534798   0.09958366  2.0607643 ],Positive,2.0607643,0.099583656,-1.9534798
1.64E+18,3/13/2023,"hi, it's krystal here! well, isn't it obvious, chewy ftw please?? I'd highkey die on this hill. and can I have the whole tray instead— btw did you bake these yourself?",,0,0,1,[ 0.6026965   0.29350257 -0.8341253 ],Negative,-0.8341253,0.29350257,0.6026965
1.64E+18,3/13/2023,Were they chewy or crispy?,Texas,0,1,1,[-0.58485156  1.8079782  -1.5065316 ],Neutral,-1.5065316,1.8079782,-0.58485156
1.64E+18,3/13/2023,"HECK YEAH, we love chewy",,0,1,1,[-2.252461   -0.12620655  3.1085267 ],Positive,3.1085267,-0.12620655,-2.252461
1.64E+18,3/13/2023,"You know, in the real Liebkuchen, there are pieces of candies citrus peel like oranges for example. I love the fresh spices and chewy bits in them. For orange peel candy, I need to save up orange peels. Do I freeze them until I am ready to use so they don't spoil?",,0,0,1,[-1.8156161  0.3043846  1.8468274],Positive,1.8468274,0.3043846,-1.8156161
1.64E+18,3/13/2023,We are so honored to have been able to be there for your siblings and their beloved Dozer. 💙,,0,1,1,[-2.8586311  -0.45629978  3.9266868 ],Positive,3.9266868,-0.45629978,-2.8586311
1.64E+18,3/13/2023,why is my chick til a sandwich chewy 😭,Georgia,0,0,1,[ 1.9413115   0.15964831 -2.1164768 ],Negative,-2.1164768,0.15964831,1.9413115
1.64E+18,3/13/2023,"I have mine on the primal frozen nuggets as well as Stella &amp; Chewy, Farmina, and Tiki Cat can topped with goats milk or broth. They also get Small Batch Pet freeze dried nuggets bc they love some dry food. I started them with just incorporating toppers such as the 1/?",,0,1,1,[-2.4952345  1.2163651  1.5003492],Positive,1.5003492,1.2163651,-2.4952345
1.64E+18,3/13/2023,"A special shoutout to My brother &amp; sister lost their beloved dog Dozer this week and when he called to cancel a recurring med's order, they asked why, and then refunded the last meds. On top of that they sent out a lovely arrangement too. You folks are awesome!",,0,1,1,[-2.019288  -0.3034718  2.99601  ],Positive,2.99601,-0.3034718,-2.019288
1.64E+18,3/13/2023,Bouta have a new midi piano Thursday ayyye,Maryland,0,0,1,[-3.116447   2.1647534  0.9311467],Neutral,0.9311467,2.1647534,-3.116447
1.64E+18,3/13/2023,they’re so soft and chewy im so hype about them ahhhh ty ty ty,Ohio,0,1,1,[-2.4010413  -0.49308383  3.726198  ],Positive,3.726198,-0.49308383,-2.4010413
1.64E+18,3/13/2023,😻😻😻,Mississippi,0,1,1,[-1.737875   1.1941164  0.6788594],Neutral,0.6788594,1.1941164,-1.737875
1.64E+18,3/13/2023,very cute and good to see Chewy,,0,1,1,[-2.4854136  -0.66011465  4.043859  ],Positive,4.043859,-0.66011465,-2.4854136
1.64E+18,3/13/2023,"Brown Sugar Rhubarb Cookies! View and print recipe: Pin it for later: These Brown Sugar Rhubarb Cookies are the perfect combo of sweet and tart! Soft, yet chewy and so perfect with coffee, tea or to pack in the lunchbox!",Minnesota,0,0,1,[-3.025373   -0.11820228  3.7697983 ],Positive,3.7697983,-0.118202284,-3.025373
1.64E+18,3/13/2023,"Spicy: Awww, he wuvs you.💙",Tennessee,0,1,1,[-2.9421647   0.52078164  2.929206  ],Positive,2.929206,0.52078164,-2.9421647
1.64E+18,3/13/2023,"//no idea, but it's sure as hell looking like it right now",,0,1,1,[-0.12062323  0.67198527 -0.29213095],Neutral,-0.29213095,0.67198527,-0.12062323
1.64E+18,3/13/2023,Hoy hace 10 añitos Francis,Texas,0,0,1,[-0.90117985  1.7887912  -0.8294414 ],Neutral,-0.8294414,1.7887912,-0.90117985
1.64E+18,3/13/2023,Why didn't Hans Solo enjoy his steak? Because it was chewy.,,0,3,1,[ 0.9641431   0.73494565 -1.9330858 ],Negative,-1.9330858,0.73494565,0.9641431
1.64E+18,3/13/2023,That’s awesome. When you get the Chewbacca one designed I’d buy one for my daughter she loves Chewy.,Minnesota,0,1,1,[-2.8981314  -0.22339125  3.855679  ],Positive,3.855679,-0.22339125,-2.8981314
1.64E+18,3/13/2023,"I've stayed ordering from Chewy because its shipping and delivery have always been good, but if FedEx is slipping, I might get my pet stuff exclusively from Amazon. Which isn't a great option, but UPS &gt; FedEx",Kentucky,0,0,1,[-0.3196263   0.19816656  0.17465213],Neutral,0.17465213,0.19816656,-0.3196263
1.64E+18,3/13/2023,La nueva opción rica y saludable para tu día a día Realiza tu pedido 55 6803 5263 . . . . . . . . . . . . . . . . . #somosnaturasol #Naturasol #barras #muesli #keto #berries #seeds #chococaramel #protein #soft&amp;chewy #bars #ecommerce,,0,0,1,[-1.5911185   1.7221112  -0.12109015],Neutral,-0.12109015,1.7221112,-1.5911185
1.64E+18,3/13/2023,SELENITE I WANNA CHEW ON HER. SHE LOOKS CHEWY.,,0,1,1,[ 2.4097195  -0.39497083 -1.9888026 ],Negative,-1.9888026,-0.39497083,2.4097195
1.64E+18,3/13/2023,Arsalan Mutton Kebabs had paper all over it which made consumption impossible and the meat was as hard and chewy as a leather belt. I want refund because there is no way to escalate this with the restaurant. I want immediate refund for 161804141795,,0,0,1,[ 2.6893435  -0.12826774 -2.6086564 ],Negative,-2.6086564,-0.12826774,2.6893435
1.64E+18,3/13/2023,"Last time your dropped a massive stack… Chewy proxied it over for you to the stackchain tip. Ser, You down for a repeat? you up for making a dope meme?",,0,0,1,[-1.5641015  1.3274155  0.4235831],Neutral,0.4235831,1.3274155,-1.5641015
1.64E+18,3/13/2023,why can’t y’all ever do steak right? So chewy and nasty that I couldn’t find a single good piece and had to remove it all from my bowl. I paid $18 for this meal WTF!!!!!!,Texas,0,0,1,[ 3.1004853  -0.67817664 -2.5690775 ],Negative,-2.5690775,-0.67817664,3.1004853
1.64E+18,3/13/2023,I found some peanut butter treats that you push the pill into...(the treat is soft and chewy)...throw with the opposite hand that you use to handle the pill...my Tinker could smell the pill on the outside of the treat..:-),,0,1,1,[-1.2881396   0.98240906  0.400875  ],Neutral,0.400875,0.98240906,-1.2881396
1.64E+18,3/13/2023,The peanut buttah box is here… (Chewy commercial 😹),,0,2,1,[-1.219451    1.3478508  -0.07556995],Neutral,-0.07556995,1.3478508,-1.219451
1.64E+18,3/13/2023,"I’ve been having trouble getting big bags of Milos dog food for a bit, which is this one. He’s picky and this was the only one he liked, even if it doesn’t have the healthiest stuff in it 🙃 there’s only two stores that have it right now. Last time I had to order from Chewy.",Texas,0,0,1,[ 0.41890544  0.36151206 -0.79716384],Negative,-0.79716384,0.36151206,0.41890544
1.64E+18,3/13/2023,"I’m a TikTok addict right, but I just do not get the chamoy pickle trend. Why are you wrapping a pickle in a chewy sweet, drizzling some sticky fruit shit on it, then chucking a load of tajin over it, and then shoving Takis IN to the pickle? WHAT IS THE MEANING OF THIS",,0,0,1,[ 2.3195858  -0.19456558 -2.3417776 ],Negative,-2.3417776,-0.19456558,2.3195858
1.64E+18,3/13/2023,‘Maine' SUSHI is Actually Chewy and Strange!,,0,1,1,[-0.49274892  0.67247945 -0.20115161],Neutral,-0.20115161,0.67247945,-0.49274892
1.64E+18,3/13/2023,and bouncy and chewy,,0,0,1,[-2.3594885  1.1703932  1.4508952],Positive,1.4508952,1.1703932,-2.3594885
1.64E+18,3/13/2023,vanilla tbh its so chewy,,0,0,1,[-2.5561738  0.43737    2.4294047],Positive,2.4294047,0.43737,-2.5561738
1.64E+18,3/13/2023,"Ah, Sugar Sugar!™ Cookie Mix Decorated for the holidays or served warm from the oven, these buttery sugar cookies burst with sweetness in every crispy-chewy bite. Just add butter and milk. Serves 20. Kosher. (16 oz.) Now: $2.49 Regular: $8.99",,0,0,1,[-2.9871538  1.2788447  1.8032861],Positive,1.8032861,1.2788447,-2.9871538
1.64E+18,3/13/2023,"Franklin’s Adoptable Furry Friend this week: Meet Chewy! – Sponsored by Franklin-Oil Region Credit Union. Chewy is a young male Boxer mix. For more information on him, email the Venango County Humane Society at venangocountyhumanesociety .com.",,0,0,1,[-3.10127    1.9051877  1.3476068],Neutral,1.3476068,1.9051877,-3.10127
1.64E+18,3/13/2023,Now it tastes like chewy foam and air. Munch-It is now leading.😪,,0,0,1,[ 0.3126806   0.47545743 -0.74890757],Neutral,-0.74890757,0.47545743,0.3126806
1.64E+18,3/13/2023,I like the corner!! They're much more chewy an I like them like that :D,Indiana,0,0,1,[-2.9286022  -0.10269473  3.745629  ],Positive,3.745629,-0.102694735,-2.9286022
1.64E+18,3/13/2023,"Chewy you are very brave, staying at home by yourself. Hugs to you. Hope your dad is ok 😊.",,0,0,1,[-2.4088545   0.19998555  2.588394  ],Positive,2.588394,0.19998555,-2.4088545
1.64E+18,3/13/2023,"We hope you have the very best birthday, Charles! 💙",,0,2,1,[-2.637878  -0.7769536  4.176344 ],Positive,4.176344,-0.7769536,-2.637878
1.64E+18,3/13/2023,hi charles loves his bday box 🥰🥰🥰,,0,4,1,[-2.158636   -0.86308426  3.9789195 ],Positive,3.9789195,-0.86308426,-2.158636
1.64E+18,3/13/2023,My Twitter Interaction Circle Generate yours at ⠀,,0,0,1,[-1.5821182   2.1164496  -0.64233166],Neutral,-0.64233166,2.1164496,-1.5821182
1.64E+18,3/13/2023,wow thank you chewy. you are so kind :D,,0,1,1,[-2.4174643  -0.72486544  4.026545  ],Positive,4.026545,-0.72486544,-2.4174643
1.64E+18,3/13/2023,Tough but chewy,,0,1,1,[-1.3089602   1.2430881   0.17810151],Neutral,0.17810151,1.2430881,-1.3089602
1.64E+18,3/13/2023,"No need to thank us. It's an honor to grant you these flowers on behalf of your son Melvin, We're sure he meant the world to you, and we hope the bouquet reflects that. 💙 💐",,0,1,1,[-2.8080935  -0.14919256  3.553669  ],Positive,3.553669,-0.14919256,-2.8080935
1.64E+18,3/13/2023,"my another trial and error😖 it taste not bad,but as pisang bolen failed puff pastry y gagal gegara td pas step resting ga ku masukin ke chiller. jadi y gluten y kebentuk,chewy dy,gak flaky😢",,0,0,1,[ 1.0959888   0.35218257 -1.4957585 ],Negative,-1.4957585,0.35218257,1.0959888
1.64E+18,3/13/2023,What's the post surgical prognosis on Chewy? GV (*^^**Good Vibes),USA,0,0,1,[-2.269155    1.8268721   0.60459584],Neutral,0.60459584,1.8268721,-2.269155
1.64E+18,3/13/2023,10/10 very chewy. wish they had pancake flavored ones,,0,0,1,[-2.3912442  0.729251   1.8184786],Positive,1.8184786,0.729251,-2.3912442
1.64E+18,3/13/2023,"Ice cubes and antlers. Got it from Chewy, &amp;they have a range of sizes depending on your pup. Got the largest one for a Saint Bernard",,0,1,1,[-3.0145078  1.2984871  1.8633274],Positive,1.8633274,1.2984871,-3.0145078
1.64E+18,3/13/2023,"""....Chewy?"" [They say, as if it was obvious (but not in a condescending way).]",,0,1,1,[-0.10074912  0.81633055 -0.7713075 ],Neutral,-0.7713075,0.81633055,-0.10074912
1.64E+18,3/13/2023,Whaaaat. Noooo Tucker get back on the chewy nic,Florida,0,2,1,[ 1.2463918   0.56470764 -1.8592802 ],Negative,-1.8592802,0.56470764,1.2463918
1.64E+18,3/13/2023,Crunchy &amp; Chewy Olive Oil Chocolate Chip Cookies #treats #dessert,,0,0,1,[-2.5562706   1.7058294   0.71569735],Neutral,0.71569735,1.7058294,-2.5562706
